x,text,artist,song,year,album
47,"
आओ यादहरु हो आओ...
म निदाएको छैन, कोल्टे फर्ेर्दै छु ।
सुकेको दिलमा.. आगो लाएर जाओ..
आओ यादहरु हो्.. आओ....

निरास छु म, सुस्केरा हाल्छु,
हो निरास छु म सुस्केरा हाल्छु
दुःख हो जीवन, दुःखैमा गाल्छु
आओ आँशुहरु हो आओ
आओ आँशुहरु हो.. आओ,
आँखा चिम्लेको छैन, जून हर्ेर्दैछु ।
सुकेको दिलमा.. आगो लाएर जाओ..
आओ यादहरु हो आओ....
",जगदीश समाल,आओ यादहरु,,
48,"सागर छ गहभित्र, चाहे म रोईदिन्छु
सागर छ गहभित्र, चाहे म रोईदिन्छु,
आँधी छ छातीभित्र खोजे म बल्भिईदिन्छु...
सागर छ गहभित्र....
 
आशा हृदय होइन, मैले बोकी हिँडेको
आशा हृदय होइन, मैले बोकी हिँडेको
सुम्पेको छु तिमीलाई, म आफू सँग भएको,
अधरको हाँसो निचोरी, तिमीलाई दिईसकेछु
आँधी छ छातीभित्र, चाहे म बल्भिइदिन्छु
सागर छ गहभित्र'।

लाग्छ हेर्राईमा तिमरो, के-के नपुगे जस्तो
लाग्छ हेर्राईमा तिमरो, के-के नपुगे जस्तो
मुटु दिएर तिमीलाई केही दिईन मैले जस्तो.
म भित्र पसेर हेर, म त खाली-खाली भएछु
आँधी छ छातीभित्र, चाहे म बल्भिइदिन्छु
सागर छ गहभित्र....।
",भक्तराज आचार्य,सागर छ गहभित्र,,
49,"
बल गरेर त्यो मन यता मोड भन्दिन म,
माया गर्र्छौ थाहा छ मलाई, छोड भन्दिन म
बल गरेर त्यो मन यता मोड भन्दिन म,
माया गर्र्छौ थाहा छ मलाई, छोड भन्दिन म
तर,.... खुशी अन्तै मिल्छ भने तिमीलाई धेरै
खुशी अन्तै मिल्छ भने तिमीलाई धेरै..
मैसँग नाता जोड भन्दिन म...
मैसँग नाता जोड भन्दिन म...
मत.. माया गर्छर्ुुतिमीलाई
मत... माया गर्छर्ुुतमीलाई ।

म मात्रै कहाँ होर तिम्लाई माया गर्ने,
म मात्रै कहाँ होर तिम्लाई माया गर्ने,
तिम्ले आफ्ना आफन्तलाई होला सोध्नु पर्ने
रितै हो जन्मघर छोड्ने, के गर्र्छौ खै तिमी...
जन्मघरसँगको नाता तोड भन्दिन म
पर्राईको पछ्यौरी त्यो ओड भन्दिन म
तर... खुशी अन्तै मिल्छ भने तिमीलाई धेरै
मैसँग नाता जोड भन्दिन म
मत... माया गर्छर्ुुतमीलाई ।

बाटो सबै सजिलो त कहाँ हुन्छ हिँड्न
बाटो सबै सजिलो त कहाँ हुन्छ हिँड्न
मन पर्राई एउटालाई, यात्रा नहोस् भिन्न
गाह्रो हुन्छ कहिलेकाहीँ साँचो माया चिन्न
त्रि्रो माया टुक्रा पारी फोड भन्दिन म
फल नदिने बृक्षलाई गोड भन्दिन म
तर.. खुशी अन्तै मिल्छ भने तिमीलाई धेरै
मैसँग नाता जोड भन्दिन म
मत.. माया गर्छर्ुुतमीलाई

बल गरेर त्यो मन यता मोड भन्दिन म
माया गर्र्छौ थाहा छ मलाई, छोड भन्दिन म
तर,.... खुशी अन्तै मिल्छ भने तिमीलाई धेरै
खुशी अन्तै मिल्छ भने तिमीलाई धेरै...
मैसँग नाता जोड भन्दिन म...
मैसँग नाता जोड भन्दिन म...
मत.. माया गर्छर्ुुतिमीलाई
मत... माया गर्छर्ुुतमीलाई ।
",Swaroop Raj Acharya,बल गरेर त्यो मन यता,,
50,"मेरो साधनाको बरदान हो गीत
यिनै सात सूर हुन् मेरा आफ्ना मीत ।
मेरा आफ्ना मीत...
मेरो साधनाको बरदान हो गीत....
आरोह-अवरोह, गति यो जीवनको  
आरोह-अवरोह, गति यो जीवनको
छ यो मर्ुछनामा सुख सब लुकेको
सुख सब लुकेको....
मेरो साधनाको बरदान हो गीत

अलंकार मेरा, सरगमका टुक्रा
ग-म-प-नि-सा, नि-सा-नि-ध-प
ध-प-म-प-म-ग, म-ग-रे-ग-रे-सा
नि-सा-ग-म-प, नि-सा-ग-म-प
अलंकार मेरा, सरगमका टुक्रा
अचल षडज पञ्चम नै, सौभाग्य मेरो
सौभाग्य मेरो...
मेरो साधनाको बरदान हो गीत

अँध्यारो-उज्यालो, मेरै भाव नर्तन
अँध्यारो-उज्यालो, मेरै भाव नर्तन
हाँसो र रोदन, मेरै गीत गुञ्जन...
मेरै गीत गुञ्जन...
मेरो साधनाको बरदान हो गीत
यिनै सात सूर हुन् मेरा आफ्ना मीत ।
मेरा आफ्ना मीत...
मेरो साधनाको बरदान हो गीत....

",भक्तराज आचार्य,मेरो साधनाको बरदान,,
51,"केटा:
सपना ओइ होइ होइ
सपना ओइ होइ होइ
सपना सपना सपना सपना हाई
केटी:
को हो मलाई नचिन्ने आज मेरो ठाउँमा
पहिलो चोटी आयौ कि भन्देउ मेरो गाउँमा
लोभिएर नहेर भित्र भित्रै गम्केर अल्लारे
त्यो कलिलो उमेरैले….मलाई चल्दैन
त्यो कलिलो उमेरैले….मलाई चल्दैन
केटा:
निकै राम्री रैछौ नि, कहाँ बाट आइछौ नि ?
निकै राम्री रैछौ नि, कहाँबाट आइछौ नि सपना
मन मेरो चन्चले भो…तिमीलाई देखेर
मन मेरो चन्चले भो…तिमीलाई देखेर
छोड न अरु कुरा, भन्छु म केही कुरा
मायाले भरिएका मिठा रसिला कुरा
तिमीलाई सुटुक्कै, तिमीलाई सुटुक्कै
केटी:
सुन्दिन केही कुरा, भन्दिन केही कुरा
सुनाऊ अरु कसैलाई, मिठा मिठा ती कुरा
देखेर मलाई, नहुनु भुतुक्कै
केटा:
मनको कुरा बुझ न, ढुकढुकी यो सुन न
मनको कुरा बुझ न, ढुकढुकी यो सुन न मायालु
जिन्दगानी रमाइलो बन्छ, मायाले बेर न
जिन्दगानी रमाइलो बन्छ, मायाले बेर न
केटी:
साथी बनेर सबै, जाती बनेर सबै
संगै जुनीजुनी बाच्छु मर्छु भनी नजर लाउँछन् नि
यो मेरो बैंसलाई
केटा:
रुपैकी रानी तिमी, माया की खानी तिमी
नसालु त्यो जवानी, भयो मन पानी पानी
मायामा डुब्न देउ, भन्दिन कसैलाई
केटी:
एक नम्बरको पाखे छौ, तर रैछौ ट्रक ड्राइभर
एक नम्बरको पाखे छौ, तर रैछौ ट्रक ड्राइभर अल्लारे
अचेलका ठिटाको, लाग्दैन केही भर
अचेलका ठिटाको, लाग्दैन केही भर
केटा:
भित्रभित्रै लोभिन्छौ, बाहिर आँखैले तर्छौ
हे भित्रभित्रै लोभिन्छौ, बाहिर आँखैले तर्छौ बसन्ती
ढलि जाने जोबन तिम्रो, साँचेर के गर्छौ
केटी:
त्यो कलिलो उमेरैले…मलाई चल्दैन
केटा:
मन मेरो चन्चले भो…तिमीलाई देखेर
केटी:
त्यो कलिलो उमेरैले…मलाई चल्दैन
",,मन मेरो चन्चले,,
52,"
तिमी बाहेक अरुको हुने छैन म 
तिमी बाहेक अरुलाई छुने छैन म 
तिमी मै हराउछु म 
तिम्लाई मन पराउछु म 
हा हा हा हा हा ........ 
फेरिएला बाटो फेरिएला समय 
मनमा तिम्रो माया फेरिनेछैन 
देखाउलान कतिले लोभहरु 
देखाउलान कतिले डरहरु 
तर पनि अरुलाई हेरिने छैन 
हा हा हा ....... 
भए पनि सॅगै नभए पनि सॅगै 
तिम्रै यादमा म बाॅचेको हुन्छु 
आउनेछैन कोहि जीवनमा 
पाउनेठैन ठाउॅ यो मुटुमा 
तिम्रै लागि खुसीहरु साॅचेको हुन्छु 
हा हा हा ...........     ",Phiroj Basnet,तिमी बाहेक अरुको,,
53,"श्रद्धाको फूल चढाई दिनु आएर लाशमा 
नपाएको फूल भैगयौ तिमी रोइ दिनु आशमा 
सम्झन्छु म तिमीले छोएको कमल हातले 
संगाली राख माया यो मेरो नहान लातले 
दिनेछ सबै गुहाई हाम्रो जुनेली रातले 
नपाएको फूल भै गयौ तिमी रोइ दिनु आशमा 
मरेर के भो देह यो मेरो आत्मा त मर्दैन 
पिरती चोखो लाएको भए बन्धन पर्दैन 
प्रकृति फूल ओइली झर्छ दिलको झर्दैन 
नपाएको फूल भै गयौ तिमी रोइ दिनु आशमा 
श्रद्धाको फूल चढाई दिनु आएर लाशमा
",Narayan Gopal,श्रद्धाको फूल,,
54,"
चिसो चिसो हावामा, त्येसै मन बरालिन्छ 
के भो आँधि रातमा,यो मन तिमिलाई नै खोज्दछ 
चिसो चिसो हावामा, त्येसै मन बरालिन्छ 

(उकालीको दोबाटो, पाइला तिम्रैतिर लम्कन्छ)२ 
(झ्यालबाट हेरेको)२ झझल्को आँउदछ 
के भो आँधि रातमा,यो मन तिमिलाई नै खोज्दछ 
चिसो चिसो हावामा, त्येसै मन बरालिन्छ 

(लुकीचोरी खोलेको,देउरालीमा पाखामा)२ 
(डाँडामा बसी कुरेको)२ झझल्को आँउदछ 
के भो आँधि रातमा,यो मन तिमिलाई नै खोज्दछ 
(चिसो चिसो हावामा, त्येसै मन बरालिन्छ)२
",Dany Denzongpa,Chiso chiso hawama,,
55,"पिडा बिछोडको साथ लिएर
सक्दिन म अब यसरी जिउन
गीत बिछोडको गुनगुनाएर
सक्दिन म अब यसरी हिड्न
टाढियौ तिमी म बाट किन
सुन्यतामा कहाँ कहाँ
टाढियौ तिमी मदेखी किन
सुन्यतामा कहाँ कहाँ
आँखा मेरो थाकी सके
गोडा हातहरु काँपी सके-२

कल्पनामा छाउछौ बल्झाइदिई यादलाई-२
बिलाउछु म कहिँ कतै बादलसंगै
आगो मनमा लगाइदिने
बिर्सि मलाइ सताइ जाने

पीडा बिछोडको••••
••••कहाँ कहाँ
सम्झना रहे केवल तीता मीठा सपना-२
हराउँछु म कहिँ कतै आकाश बिचमा
आँखा मेरो••••
••••काँपिसके
पीडा बिछोडको••••
••••कहाँ कहाँ
", Nepali - Vibez,"थाकी सके
",,
56,"म रोए पनि तिमी हाँसिदिनु
म रोए पनि तिमी हाँसिदिनु
यो झरी जाने जिन्दगी देखि पन्छिदिनु
म रोए पनि तिमी हाँसिदिनु
कहिलेकाही ति मिलनका यादहरु आए भने
सपना सम्झी त्यसलाई विसर्िदिनु
कहिलेकाही ति मिलनका यादहरु आए भने
सपना सम्झी त्यसलाई विसर्िदिनु
म त यस्तै नै भए
यसै सस्तो नै भए
तिमी मुल्यवान बनिदिनु
म त यस्तै नै भए
यसै सस्तो नै भए
तिमी मुल्यवान बनिदिनु
म रोए पनि तिमी हाँसिदिनु
कतै ति बेहोसीएका पलहरु बल्झिन्छ भने
खेल नै सम्झी हाँसेर टारिदिनु
कतै ति बेहोसीएका पलहरु बल्झिन्छ भने
खेल नै सम्झी हाँसेर टारिदिनु
सन्जोग हाम्रो विझाउने भुल भए
त्यसमा न गहिरिदिनु
सन्जोग हाम्रो विझाउने भुल भए
त्यसमा न गहिरिदिनु
म रोए पनि तिमी हाँसिदिनु
यो झरी जाने जिन्दगी देखि पन्छिदिनु
म रोए पनि तिमी हाँसिदिनु
",अरुण थापा,म रोए पनि,,
57,"मन्दिरमा छ कि मुर्तिमा माया
मन्दिरमा छ कि मुर्तिमा माया
पत्थरमा छ कि धुलोमा माया
कोही त देखाऊ कोही त बताऊ
खै कहाँ छ कहाँ
कहाँ छ माया
खै कहाँ छ कहाँ
कहाँ छ माया
मन्दिरमा छ कि मुर्तिमा माया

एक अन्जुली मायाको लािग
पलपल हृदय चर्कन्छ
एक अन्जुली मायाको लािग
पलपल हृदय चर्कन्छ
साउन र भदौ बनेर आँखा
साउन र भदौ बनेर आँखा
बर्षौ बर्ष बस्रन्छ
बर्षौ बर्ष बस्रन्छ

हाँसोमा छ कि आँशुमा माया
फुलमा छ कि काँडामा माया
कोही त देखाऊ कोही त बताऊ
खै कहाँ छ कहाँ
कहाँ छ माया
खै कहाँ छ कहाँ
कहाँ छ माया
मन्दिरमा छ कि मुर्तिमा माया

एउटी आमा जिउँदै जल्छे
छोराको मायाममतामा
एउटी आमा जिउँदै जल्छे
छोराको मायाममतामा
एउटा छोरो मरेर बाँच्छ
एउटा छोरो मरेर बाँच्छ
आमाको सपना विपनामा
आमाको सपना विपनामा
रगतमा छ कि नातामा माया
विस्वासमा छ कि बाचामा माया
कोही त देखाऊ कोही त बताऊ
खै कहाँ छ कहाँ
कहाँ छ माया
खै कहाँ छ कहाँ
कहाँ छ माया
मन्दिरमा छ कि मुर्तिमा माया
",Narayan Gopal,मन्दिरमा छ कि मुर्तिमा माया,,
58,"(गाजलु टीका लाई देउ तिमी
म आउने बाटो कुरि बसिदेउ तिमी
साथी सङी सङ छली लुकेर आउनु
मन मा भयेका कुरा सबै मलाई सुनाउनु
लाज ले जवानी खोला झै न फर्किएला
गाजलु टीका लाई देउ तिमी
म आउने बाटो कुरि बसिदेउ तिमी
लुकेर मात्रै हेरि मन बुझाउने ठाउ हुन्न्न मायाको कुरा न गरे
लुकेर मात्रै हेरि मन बुझाउने ठाउ हुन्न्न मायाको कुरा न गरे
आफ्नो कुरा आफ्नै मन मा गाठो पारी राखिदिये
आँखै को भाखै बुझन बरु आउ मन को कुरा चाडै पोखाउ
तिम्रो मेरो बीच को दुरी मायाले घटाउ
चौबन्दी चोली लाईदेउ तिमी म आउने बाटो कुरी बसी देउ तिमी
मैले पनि सपनी मा न देखेको होईन
मुटु बीच तिमी न भये
मैले पनि सपनी मा न देखेको होईन
मुटु बीच तिमी न भये
यही ठाउ यही गाउ यही फुल दोबाटो को
मायाको साक्षी भये
बरु आउछु मन को कुरा तिमी लाई पोखाउछु
तिम्रो मेरो बीच को दुरी मायाले घटाउछु
कालो केश भरी लाली गुरासँ लाईदेउ तिमी
म आउने बाटो हेरी बसी देउ तिमी
साथी सङी सङ छली लुकेर आउनु
मन मा भयेका कुरा सबै मलाई सुनाउनु
लाजले जवानी खोला झै न फर्किएला
गाजलु टीका लाई देउ तिमी
म आउने बाटो कुरी बसी देउ तिमी…)
",Mongolian Hearts,गाजलु टीका,,
59,"जन्मेर कोखमा कसैको
हुर्कन्छ काखमा कसैको
भाग्यको लेखा कस्तो
भावीले के लेखिदियो
जन्मेर कोखमा कसैको
हुर्कन्छ काखमा कसैको
भाग्यको लेखा कस्तो
भावीले के लेखिदियो
जन्मेर कोखमा कसैको

कस्ले छोडेको कस्तो नासो हो
जिन्दगीको अनौठो नाता
को हो आफ्नो को हो विरानो
के होला यो रगतको नाता
के होला यो रगतको नाता
जन्मेर कोखमा कसैको
हुर्कन्छ काखमा कसैको
भाग्यको लेखा कस्तो
भावीले के लेखिदियो
जन्मेर कोखमा कसैको

खोजी हिँड्दछ आमाको न्यानो काख
मायालु छहारी कसैको
भाग्य सबैलाई कहाँ पुग्छ र
संसारमा विधिले लेखेको
संसारमा विधिले लेखेको
जन्मेर कोखमा कसैको
हुर्कन्छ काखमा कसैको
भाग्यको लेखा कस्तो
भावीले के लेखिदियो
जन्मेर कोखमा कसैको

कस्तो पिर यो समयले दिएको
भुलाईदेला समयले एकदिन
भुलेको सपना झस्काउँला कुनैदिन
भरिएला त्यो घाउ एकदिन
भरिएला त्यो घाउ एकदिन
जन्मेर कोखमा कसैको
हुर्कन्छ काखमा कसैको
भाग्यको लेखा कस्तो
भावीले के लेखिदियो
जन्मेर कोखमा कसैको
",Narayan Gopal,जन्मेर कोखमा,,
60,"तिमीलाई म भुल्न सक्दिन
जहाँ जाउँ तिम्रो याद आईरहन्छ
यो खोला, यो नाला, यो पहाड-भन्ज्याङ्गले मलाई बोलाइरहन्छ
तिमीलाई म भुल्न सक्दिन
जहाँ जाउँ तिम्रो याद आईरहन्छ
यो खोला, यो नाला, यो पहाड-भन्ज्याङ्गले मलाई बोलाइरहन्छ

मेरो नेपाल मेरो नेपाल मेरो नेपाल
मेरो देश मलाई लाग्छ प्यारो
मेरो देश मलाई लाग्छ प्यारो

डाँडाकाँडा हरियाली यहाँ आँगनै भिर
लालिगुराँस, चाँप, चमेली फुल्छ थरीथरी
खोला, नाला, झरनाको मिठो सुसेली
आईरहन्छ यो मनमा झलझली
आईरहन्छ यो मनमा झलझली

मेरो नेपाल मेरो नेपाल मेरो नेपाल
मेरो देश मलाई लाग्छ प्यारो
मेरो देश मलाई लाग्छ प्यारो

सगरमाथा शिर बनी यहाँ उभिएको छ
करौडौँ मुटुमाझ तिमी सजिएको छ
विर, माहात्मा, बुद्ध जन्मिएको देश
मलाई प्यारो प्यारो लाग्छ आफ्नै स्वदेश
मलाई प्यारा लाग्छ आफ्नै स्वदेश
मेरो नेपाल मेरो नेपाल मेरो नेपाल
मेरो देश मलाई लाग्छ प्यारो
मेरो देश मलाई लाग्छ प्यारो

तिमीलाई म भुल्न सक्दिन
जहाँ जाउँ तिम्रो याद आईरहन्छ
यो खोला, यो नाला, यो पहाड-भन्ज्याङ्गले मलाई बोलाइरहन्छ

मेरो नेपाल मेरो नेपाल मेरो नेपाल
मेरो देश मलाई लाग्छ प्यारो
मेरो देश मलाई लाग्छ प्यारो
मेरो देश मलाई लाग्छ प्यारो”
",Mongolian Hearts,मेरो नेपाल,,
61,"लेखमा गुराँसै फुल्यो नी
आँखा मा तिमी नै बस्यो नि
लेखमा गुराँसै फुल्यो नी
आँखा मा तिमी नै बस्यो नि
उस्तै उस्तै के रोग लाग्यो नी तिमी रुदा मन जल्ने हो
मेरा सबै सपना तिमी लाई आफ्नो भन्ने
उस्तै उस्तै के रोग लाग्यो नी तिमी रुदा मन जल्ने हो
मेरा सबै सपना तिमी लाई आफ्नो भन्ने
लेखमा गुराँसै फुल्यो नी आँखा मा तिमी नै बस्यो नी
फुलेछ फुल हरु माला उनेर राखि देउ
साथी सङी आई अब जिस्काउन मलाई छाडीदेउ
मेरो मन को गहराई मा तिमी छौ अडेको
साथी सङी आई अब जिस्काउन मलाई छाडीदेउ
मेरो मन को गहराई मा तिमी छौ अडेको
सधै सधै आई रहन्छ तिम्रै झझल्को
लेखमा गुराँसै फुल्यो नि आँखा मा तिमी नै बस्यो नि
नौलाखे तारा सरी उज्यालो मन मा छरीदेउ
तिमी टाढा भये पनि मुटु मा मलाई राखिदेउ
नौलाखे तारा सरी उज्यालो मन मा छरीदेउ
तिमी टाढा भये पनि मुटु मा मलाई राखिदेउ
बरु आउछु मनको कुरा तिमीलाई पोखाउछु
तिम्रो मेरो बीच को दुरी मायाले घटाउछु
उस्तै उस्तै के रोग लाग्यो नी
तिमी रुदा मन जल्ने हो
मेरा सबै सपना
तिमी लाई नै आफ्नो भन्ने
लेखमा गुराँसै फुल्यो नी आँखा मा तिमी नै बस्यो नी

",Mongolian Hearts,लेखमा गुराँसै फुल्यो,,
62,"मान्छेको माया यहाँ
खोलाको पानी जस्तो
किनारालाई छोई भाग्ने
लहरेको बानी जस्तो

मान्छेको माया यहाँ
आँखाको नानी जस्तो
यो रात फकाई आउने
सुन्दर विहानी जस्तो
माया त जोवनको आवेश मात्र नै हो
तिर्खाको अर्को राम्रो एक भेष मात्र नै हो
एक भेष मात्र नै हो
तिम्रो हेराईमा केबल आँखा छ मुटु छैन
तिम्रो बोलाईमा स्वर छ ढुकढकी केही छैन
मान्छेको माया यहाँ
खोलाको पानी जस्तो
किनारालाई छोई भाग्ने
लहरेको बानी जस्तो

मायाको विशालता यो आकाश धर्ती नै हो
माया त साँच्ची सुन्दर आत्माको मुर्ति नै हो
सुन्दर आत्माको मुर्ति नै हो
तिमी पानीलाई आकार दिने कोशिस नगर
तिमी हावालाई सद्भाव दिने कोशिस नगर
मान्छेको माया यहाँ आँखाको नानी जस्तो
मान्छेको माया यहाँ खोलाको पानी जस्तो
यो रात फकाई आउने सुन्दर विहानी जस्तो
किनारालाई छोई भाग्ने लहरेको बानी जस्तो



",Narayan Gopal,मान्छेको माया यहाँ,,
63, झरेको पात झैँ भयो उजाड मेरो जिन्दगी निभेको दिप झैँ भयो उदास मेरो जिन्दगी झरेको पात झैँ भयो उजाड मेरो जिन्दगी चुरा फुटेसरी भयो चराहरु उडीगए चुरा फुटेसरी भयो चराहरु उडीगए हजार कोपिलाहरु नमुस्कुराउँदै झरे उठेको बस्ती झैँ भयो प्रवास मेरो जिन्दगी विहान जो खुशी थियो जलेर साँझ भैसक्यो विहान जो खुशी थियो जलेर साँझ भैसक्यो भिजेको पात पातमा निशादको कथा थियो अधेँरी रात झैँ भयो विषाद मेरो जिन्दगी जलिरहेछ लास भित्र भित्र कहिँ छातीमा जलिरहेछ लास भित्र भित्र कहिँ छातीमा टुटेफुटेका स्वप्न झैँ अँगारमात्र छातीमा जिवन बजर सरी भयो उराठ मेरो जिन्दगी निभेको दिप झैँ भयो उदास मेरो जिन्दगी झरेको पात झैँ भयो उजाड मेरो जिन्दगी,Narayan Gopal,झरेको पात झैँ,,
64,"वैंश छदा धेरै सङ माया लाईन्छ
वैंश छदा धेरै सङ माया लाईन्छ
धेरै धेरै कसम पनि खाईन्छ कति को दिल पनि तोडिन्छ
अंत मा एउटी सङ लगन जोडिन्छ
अंत मा एउटी सङ लगन जोडिन्छ।
प्रीती लाउने रिती यहाँ कस्तो कस्तो छ
माया लाउनु भन्नु पनि धेरै सस्तो छ
प्रीती लाउने रिती यहाँ कस्तो कस्तो छ
माया लाउने भन्ने पनि धेरै सस्तो छ
यता मिलन उता बिछोड हुन्छ
एउटी हाँस्छ अर्को चाहि रुन्छ
एउटी हाँस्छ अर्को चाहि रुन्छ
वैंश छदा धेरै सङ माया लाईन्छ
मेरो पनि एउटी सङ लगन जुडछ होला
मेरो मन को सुख दुख मिली बाडछ होला
मेरो पनि एउटी सङ लगन जुडछ होला
मेरो मन को सुख दुख मिली बाडछ होला
जिवनसाथी रोज्न साह्रो छ साथ दिन्छु भन्नु पनि धेरै गाह्रो छ
साथ दिन्छु भन्नु पनि धेरै गाह्रो छ
वैंश छदा धेरै सङ माया लाईन्छ
वैंश छदा धेरै सङ माया लाईन्छ
धेरै धेरै कसम पनि खाईन्छ कति को दिल पनि तोडिन्छ
अंत मा एउटी सङ लगन जोडिन्छ
अंत मा एउटी सङ लगन जोडिन्छ…
",Mongolian Hearts,वैंश छदा,,
65,"टाढा धेरै टाढा उडेका रंगीन चरा
धर्तिमा कहिले फिर्लान्
आकाशको कालो मैलो हटि
घाम जुन कहिले खुल्लान्
टाढा धेरै टाढा उडेका रंगीन चरा
धर्तिमा कहिले फिर्लान्

संघारमा कमजोर आमाको छाया
हुरी चलेको आवेगमा
संघारमा कमजोर आमाको छाया
हुरी चलेको आवेगमा
यस्तो लाग्छ यो घरसंसार
जलिरहेछ संवेगमा
आज हामी माझ बल्झेका पिर सारा
विलाई कहिले झर्लान्
ओठमा चन्द्र सुर्य चम्के सरी
मुस्कान कहिले भर्लान्
मुस्कान कहिले भर्लान्

यात्रामा बाटो पहिल्याउँदै यात्रि
एकदिन पुग्छन् मुलबाटोमा
यात्रामा बाटो पहिल्याउँदै यात्रि
एकदिन पुग्छन् मुलबाटोमा
घरलाई पिर्ने बाधा अड्चन
मन्छाई दिउँला दोबाटोमा
गाढा धेरै गाढा युगौँको भाइचारा
तोडेर तोडिन्न एकदम
पहाडमा मधेश धुन अनेक
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
नाचौँ न मिलेर छमछम
",Nepathya,रंगीन चरा,,
66,"बस सुन्दरी ठन्डी महिना जाडो छ।
हे रातो नि गाला च्याउरी परेछ।

बस सुन्दरी ठन्डि महिना जाडो छ।
हे रातो नि गाला च्याउरी परेछ।

हो सोल्टिनिको त्यो रातो गालैमा
लान्छु तिमिलाई यो आउने सालैमा
हातैमा सुनको चुरा अनि औँठि लगाइदिउँला
मखमलि चोलि अनि सिरबन्दि सिरमा सजाईदिउँला

हेर सुन्दरी लगन तिम्रो आको छ
ल है त्यो मन पक्कै आँटे जस्तो छ

बस सुन्दरी ठन्डि महिना जाडो छ
हे रातो नि गाला च्याउरी परेछ

हो कति बस्छौ त्यो माइति गाउँवैमा हो
जाने भए ल्याउँछु जन्ति दैलैमा
डोलिमा चढाइ पछ्यौरिको घुम्टो ओढाइदिउँला
नौमति बाजा बजाइ डाँडा पाखा बेसि घन्काइदिउला

हेर सुन्दरी यो मन मेरो साँचो छ
तर यो ज्यानलाई तिम्रै खाँचो छ

बस सुन्दरी ठन्डि महिना जाडो छ।
हे रातो नि गाला च्याउरी परेछ।

हेर सुन्दरी लगन तिम्रो आको छ
ल है त्यो मन पक्कै आँटे जस्तो छ

हे रातो नि गाला च्याउरी परेछ।
ल है त्यो मन पक्कै आँटे जस्तो छ
तर यो ज्यानलाई तिम्रै खाँचो छ।
","
Bro Sis
",बस सुन्दरी,,
67,"पर्खी बसे आउला भनि
मेरो उठने पालो
मेरो उठने पालो

कुर्दा कुर्दै जिन्दगी नै
भै गएछ कालो..कालो
भै गएछ कालो
मेरो उठने पालो

वारि पारि अँध्यारो छ आँखा खोली हेर्दा
अँध्यारो नै देखिन्छ नि आँखा चिम्ली हेर्दा

वारि पारि अँध्यारो छ आँखा खोली हेर्दा
अँध्यारो नै देखिन्छ नि आँखा चिम्ली हेर्दा

आफ्नै छाँया आफै सँग भागी हिँड्न ठाल्यो
भागी हिँड्न ठाल्यो
आफ्नै माँया आफैलाई बोझ लाग्न ठाल्यो ठाल्यो
बोझ लाग्न ठाल्यो
बोझ लाग्न ठाल्यो

तातो हाँवा बहिदिन्छ मुटु पोल्ने गरी
निराशाको दियो बल्छ तिनै जल्ने गरी
तातो हाँवा बहिदिन्छ मुटु पोल्ने गरी
निराशाको दियो बल्छ तिनै जल्ने गरी

वर्षौ भयो चलेकै छ मन भित्र यो आँधी
मन भित्र यो आँधी
बाँध्यतामा बाँच्नु पर्यो चाहनालाई बाँधी बाँधी
चाहनालाई बाँधी
चाहनालाई बाँधी

पर्खि बसे आउला भनि
मेरो उठने पालो
मेरो उठने पालो
",Narayan Gopal,पर्खी बसे,,
68,"मिलन बिछोड
संयोग र परिस्थिति हो
सुरुवात जस्तै मिठो
सम्बन्धमा सँधै नहुने भो

बन्न सकिन तिम्रो अन्तिम माया
बनाउन सकिन मेरो अन्तिम माया
तिमीलाई मेरो जीवनमा

संकै छैन
माया निकै नै गहिरो
टाढिनै लेख्या रैछ
समय र बिबस्ता हो
सम्हाल्नु आँफैलाई
जीवन लामो हुने भो
तिम्रो उज्ज्वल भबिष्य
प्रार्थना मेरो हो

बन्न सकिन तिम्रो अन्तिम माया
बनाउन सकिन मेरो अन्तिम माया
तिमीलाई मेरो जीवनमा

इज्जत गर्ने छु सँधै
सम्झी रहनेछु तिमीलाई
",Aastha,अन्तिम माया,,
69,"झर्यो जिन्दगी फुट्यो जिन्दगी
छल्केर आँखामा बल्यो जिन्दगी
झर् यो जिन्दगी फुट्यो जिन्दगी
छल्केर आँखामा बल्यो जिन्दगी
झर्यो जिन्दगी फुट्यो जिन्दगी
काँडामा हाँसेको मिठो जिन्दगी
सपनीमा नाचेको झुटो जिन्दगी
काँडामा हाँसेको मिठो जिन्दगी
सपनीमा नाचेको झुटो जिन्दगी
गहराको दहमा डुब्यो जिन्दगी
झर्यो जिन्दगी फुट्यो जिन्दगी
पिरले भरेको खाली जिन्दगी
विरहीले रुवाएको प्यारो जिन्दगी
पिरले भरेको खाली जिन्दगी
विरहीले रुवाएको प्यारो जिन्दगी
आज आफ्नै छातीमा दुख्यो जिन्दगी
झर्यो जिन्दगी फुट्यो जिन्दगी
छल्केर आँखामा बल्यो जिन्दगी
झर्यो जिन्दगी फुट्यो जिन्दगी
",Narayan Gopal,झर्यो जिन्दगी,,
