"","words","sentiments"
"2397","फुट्यो",""
"2398","छल्केर",""
"2399","बल्यो",""
"2400","झर्",""
"2401","हाँसेको",""
"2402","सपनीमा",""
"2403","गहराको",""
"2404","दहमा",""
"2405","डुब्यो",""
"2406","भरेको",""
"2407","विरहीले",""
"2408","रुवाएको",""
"2409","दुख्यो",""
"2410","जुनका",""
"2411","किरणहरुले",""
"2412","प्रेमपत्र",""
"2413","लेख्दैछु",""
"2414","फुलका",""
"2415","कलीला",""
"2416","खोजिदिनु",""
"2417","यसलाई",""
"2418","भोली",""
"2419","सबेर",""
"2420","खोलिदिनु",""
"2421","मिलेन",""
"2422","मिर्मिरेमा",""
"2423","उशा",""
"2424","खुलेन",""
"2425","रिसायौ",""
"2426","कसो",""
"2427","खुलेको",""
"2428","पठाउछु",""
"2429","भन्थ्यौ",""
"2430","पठाइनौ",""
"2431","सपनामा",""
"2432","आईनौ",""
"2433","बोल्ने",""
"2434","नआए",""
"2435","आजभोलि",""
"2436","छाडेकी",""
"2437","गरेका",""
"2438","कुर",""
"2439","होकी",""
"2440","ढाटेकी",""
"2441","देख्छु",""
"2442","सधैंभरी",""
"2443","भनीगयौ",""
"2444","गरीगरी",""
"2445","कती",""
"2446","निद",""
"2447","बितिसके",""
"2448","कुहिरोको",""
"2449","सरमले",""
"2450","च्याईनौ",""
"2451","बालकको",""
"2452","खेल्ने",""
"2453","प्यार",""
"2454","जती",""
"2455","जाउ",""
"2456","पर",""
"2457","बिर्सने",""
"2458","शितलाई",""
"2459","सुस्ताएझै",""
"2460","छातीमाथी",""
"2461","सम्झेको",""
"2462","posted",""
"2463","by",""
"2464","madhusudan",""
"2465","dhakal",""
"2466","at",""
"2467","7",""
"2468","29",""
"2469","am",""
"2470","no",""
"2471","comments",""
"2472","sunday",""
"2473","july",""
"2474","2017",""
"2475","yati",""
"2476","chadai",""
"2477","kasari",""
"2478","birsu",""
"2479","बिर्सु",""
"2480","सिम्सिमे",""
"2481","पानीले",""
"2482","रुझेको",""
"2483","shiva",""
"2484","shankar",""
"2485","शब्द",""
"2486","किरण",""
"2487","खरेल",""
"2488","संगीत",""
"2489","तथा",""
"2490","शिवशंकर",""
"2491","मोतिजस्तो",""
"2492","पानीको",""
"2493","थोपा",""
"2494","केसमा",""
"2495","तर्केको",""
"2496","सुनबुट्टे",""
"2497","हिड्दहिड्दै",""
"2498","छोइएथे",""
"2499","सुकुमारी",""
"2500","धड्कनले",""
"2501","झन्झनाइ",""
"2502","बजे",""
"2503","तिम्रा",""
"2504","चिर्बिरे",""
"2505","हिंड्ने",""
"2506","दुइजना",""
"2507","छाता",""
"2508","जुलाफी",""
"2509","देखिएथे",""
"2510","राता",""
"2511","आधा",""
"2512","जिउ",""
"2513","पुछेको",""
"2514","थिए",""
"2515","पसिनाका",""
"2516","कपालको",""
"2517","प्रिथ्बीमा",""
"2518","छर्के",""
"2519","भागेकी",""
"2520","थियौ",""
"2521","अलिकती",""
"2522","तर्की",""
"2523","पाउ",""
"2524","रोकिएथे",""
"2525","अचानक",""
"2526","छेकिएथे",""
"2527","परेलीमा",""
"2528","लुकाई",""
"2529","अंगालो",""
"2530","रोक",""
"2531","chorus",""
"2532","बाँधेर",""
"2533","साहारा",""
"2534","अल्झाई",""
"2535","रम्न",""
"2536","बस्न",""
"2537","हृदयको",""
"2538","धुकधुकी",""
"2539","भैदियौ",""
"2540","नदेऊ",""
"2541","बिदाको",""
"2542","भिजाई",""
"2543","झुठो",""
"2544","नरोइदेऊ",""
"2545","भुलिदेउ",""
"2546","तोडिएको",""
"2547","बोलाउने",""
"2548","सायद",""
"2549","अधिकार",""
"2550","बिछोडमा",""
"2551","मरिजाने",""
"2552","खुशीमा",""
"2553","जली",""
"2554","नयन",""
"2555","का",""
"2556","आँसुलाई",""
"2557","बाची",""
"2558","३",""
"2559","बिहानीको",""
"2560","मिर्मिरेसङ्गै",""
"2561","अाँखा",""
"2562","घामको",""
"2563","स्व्यम्भुमा",""
"2564","चाल्दा",""
"2565","चाल्दै",""
"2566","पुगे",""
"2567","पशुपति",""
"2568","मनिसको",""
"2569","विश्वासको",""
"2570","अनुभुति",""
"2571","स्वर्ग",""
"2572","पवित्र",""
"2573","ठाँउ",""
"2574","मानिसमा",""
"2575","हर्शनै",""
"2576","अडिएको",""
"2577","अाअा",""
"2578","धरहरा",""
"2579","वसन्तपुर",""
"2580","रानीपाेखरी",""
"2581","प्रकृतिले",""
"2582","छरिएको",""
"2583","मठ",""
"2584","मन्दिर",""
"2585","पुराना",""
"2586","कलाहरु",""
"2587","पिरो",""
"2588","अचार",""
"2589","भन्दछन",""
"2590","चरीहरुको",""
"2591","चिर्बिरसङ्गै",""
"2592","बागमती",""
"2593","बग्दछिन",""
"2594","टोल",""
"2595","बोलाउछ्न",""
"2596","नवीन",""
"2597","अाँखामा",""
"2598","पाउछु",""
"2599","निन्द्रै",""
"2600","जलाई",""
"2601","लिइ",""
"2602","अंगालोमा",""
"2603","राख्नेछु",""
"2604","टुक्र्याइ",""
"2605","जोड्न",""
"2606","मुहारमा",""
"2607","हाशो",""
"2608","आशु",""
"2609","साझ",""
"2610","बसेको",""
"2611","प्रकृतिमा",""
"2612","आन्धी",""
"2613","जिबनमा",""
"2614","तृष्णा",""
"2615","प्राप्ति",""
"2616","जन्म",""
"2617","मृत्युुको",""
"2618","श्वास",""
"2619","चाहेर",""
"2620","नजिक",""
"2621","कमजोरी",""
"2622","बिवसता",""
"2623","हेरेर",""
"2624","कैयौं",""
"2625","चिसा",""
"2626","बिताए",""
"2627","ऋतु",""
"2628","डुबि",""
"2629","भाग्यमा",""
"2630","गोधुँलीको",""
"2631","सङ्ग",""
"2632","सङ्गै",""
"2633","भएन",""
"2634","मनमै",""
"2635","हल्ला",""
"2636","काट्ने",""
"2637","हुन्छन्",""
"2638","सल्ला",""
"2639","सम्झ",""
"2640","अाफै",""
"2641","रोज",""
"2642","सोच",""
"2643","भावनालाई",""
"2644","छोपी",""
"2645","ईर्स्यालु",""
"2646","हुन्छ्न",""
"2647","बन्छ्न",""
"2648","सम्झनाले",""
"2649","आस",""
"2650","जागी",""
"2651","उत्साह",""
"2652","उमंग",""
"2653","सिर्जिदिन्छ",""
"2654","हावाले",""
"2655","छोइदिदा",""
"2656","वर्षातले",""
"2657","चुमिदिदा",""
"2658","बोलाउछ",""
"2659","डोर्याउछ",""
"2660","बस्दा",""
"2661","बतासले",""
"2662","जिस्काउछ",""
"2663","आफैं",""
"2664","डुबिदिदा",""
"2665","नदिनाला",""
"2666","सुसाइदिन्छ",""
"2667","बतासको",""
"2668","जिस्काइमा",""
"2669","नदिनालाको",""
"2670","सुसाइमा",""
"2671","अतीतको",""
"2672","यादले",""
"2673","झस्काइरहन्छ",""
"2674","बिर्सन",""
"2675","प्रयास",""
"2676","आउँछ",""
"2677","झन",""
"2678","फर्केन",""
"2679","बढायो",""
"2680","दुरि",""
"2681","नराम्रो",""
"2682","गरेकी",""
"2683","नमिठाे",""
"2684","बाेलेकि",""
"2685","पीडाहरु",""
"2686","लुकाइ",""
"2687","सम्झिरहन्छु",""
"2688","बर्सन्छ्न",""
"2689","आखाबाट",""
"2690","अासुकाे",""
"2691","भेल",""
"2692","कठिन",""
"2693","हुनेभाे",""
"2694","मेल",""
"2695","टाढिन",""
"2696","हेऽऽऽऽऽऽऽऽ",""
"2697","तालको",""
"2698","माछीले",""
"2699","पिरीम",""
"2700","नजाने",""
"2701","हुर्रर्रर्रर्रर्रर्र",""
"2702","अइया",""
"2703","हाँगो",""
"2704","नाच्ने",""
"2705","वन",""
"2706","आकाशैको",""
"2707","जुगौं",""
"2708","भाको",""
"2709","बल्ल",""
"2710","औंठी",""
"2711","सिलामुन्द्री",""
"2712","आम्ला",""
"2713","बात्",""
"2714","लागे",""
"2715","जाम्ला",""
"2716","रृण",""
"2717","तिरम्ला",""
"2718","ऽऽ",""
"2719","ऽऽऽऽऽऽऽऽऽऽ",""
"2720","स्बास्स",""
"2721","हुर्रर्रर्रर्र",""
"2722","जुगको",""
"2723","ढुंगे",""
"2724","चकमक",""
"2725","कलीजुगको",""
"2726","सलाई",""
"2727","रातको",""
"2728","निंद",""
"2729","सुर्ता",""
"2730","साध्य",""
"2731","फूलपाती",""
"2732","देउरालीलाई",""
"2733","भाकल",""
"2734","ज्यानको",""
"2735","पाउँ",""
"2736","खाएँ",""
"2737","ऽऽऽऽ",""
"2738","ऽऽऽऽऽऽऽऽऽ",""
"2739","स्याबास्स",""
"2740","ऽऽऽऽऽऽऽऽऽऽऽ",""
"2741","डूब्यो",""
"2742","छुट्टिने",""
"2743","बित्यो",""
"2744","काट्ला",""
"2745","नकाट्ला",""
"2746","नआउला",""
"2747","नहोला",""
"2748","छोटो",""
"2749","नभेटेसम्मलाई",""
"2750","यदि",""
"2751","भेटै",""
"2752","राख्नु",""
"2753","सम्झनलाई",""
"2754","गाँउले",""
"2755","पराई",""
"2756","घरको",""
"2757","भित्रकै",""
"2758","ब्यथा",""
"2759","हाम्रै",""
"2760","हिमालको",""
"2761","शान्ती",""
"2762","मर्यादाको",""
"2763","मियो",""
"2764","सल्केर",""
"2765","दनदनी",""
"2766","मृत्युको",""
"2767","फैलिए",""
"2768","गाँउ",""
"2769","समयको",""
"2770","झेल्ली",""
"2771","खेलैले",""
"2772","ठाँउमा",""
"2773","कोशीस",""
"2774","दिदै",""
"2775","अईया",""
"2776","लछारिनु",""
"2777","पछारिनु",""
"2778","बिनाकारण",""
"2779","खानु",""
"2780","नखाको",""
"2781","बिख",""
"2782","लागी",""
"2783","मरिरहनु",""
"2784","दैबको",""
"2785","स्राप",""
"2786","लाज्ञो",""
"2787","घरैमा",""
"2788","सिस्नो",""
"2789","उम्र्यो",""
"2790","सिमानामा",""
"2791","अडेर",""
"2792","छाती",""
"2793","पैतला",""
"2794","देखी",""
"2795","हत्केला",""
"2796","निधारको",""
"2797","छाला",""
"2798","फुटुन्जेलसम्म",""
"2799","चर्केर",""
"2800","उर्लियो",""
"2801","जंघार",""
"2802","तर्निमा",""
"2803","भक्कनो",""
"2804","रुदै",""
"2805","मुंग्लान",""
"2806","पसे",""
"2807","भाइ",""
"2808","पुर्वै",""
"2809","रेलै",""
"2810","बचनमा",""
"2811","बैर",""
"2812","साँच्चै",""
"2813","त्यागेर",""
"2814","सोचे",""
"2815","पाउँछ",""
"2816","बिधी",""
"2817","गुन",""
"2818","बेरे",""
"2819","बैरी",""
"2820","छुन्न",""
"2821","यसयमयसलिरिक्स",""
"2822","डट",""
"2823","कम",""
"2824","होस",""
"2825","पुर्याउ",""
"2826","रचेर",""
"2827","पुर्खैको",""
"2828","आशिस",""
"2829","सम्झेर",""
"2830","सम्साँझैमा",""
"2831","काग",""
"2832","कराईरह्यो",""
"2833","केको",""
"2834","ल्याउने",""
"2835","मुर्छना",""
"2836","मरेको",""
"2837","गित",""
"2838","सुन्दा",""
"2839","सन्दै",""
"2840","थाकि",""
"2841","सकेँ",""
"2842","क्रुर",""
"2843","परेजस्तो",""
"2844","दुनैको",""
"2845","रोल्पाको",""
"2846","घाउमा",""
"2847","सिरानीमा",""
"2848","फुलै",""
"2849","सिउरी",""
"2850","निदाउन",""
"2851","आदर्शको",""
"2852","बुझ्दिन",""
"2853","छातछुल्ल",""
"2854","पोखिएर",""
"2855","अंगाल्दै",""
"2856","बसेर",""
"2857","एकअर्कालाई",""
"2858","बुझौ",""
"2859","छिचोल्ने",""
"2860","मघुर",""
"2861","गाउँ",""
"2862","नियतिका",""
"2863","खेलहरु",""
"2864","माथि",""
"2865","झरेजस्तो",""
"2866","जगतमा",""
"2867","फगतमा",""
"2868","सुसेलेर",""
"2869","सुस्ताउन",""
"2870","पाउदिन",""
"2871","संघर्षका",""
"2872","भेउ",""
"2873","जताजतै",""
"2874","अल्झिएका",""
"2875","संगाल्दै",""
"2876","बुनौ",""
"2877","विराम",""
"2878","छोडौँ",""
"2879","पि्रत",""
"2880","लाउँ",""
"2881","हुन",""
"2882","सह्रै",""
"2883","असजिलो",""
"2884","उचाईमा",""
"2885","पुगेर",""
"2886","मैदान",""
"2887","भईदिनु",""
"2888","मैदानमा",""
"2889","उकालो",""
"2890","सन्तानहरु",""
"2891","खोलाहरु",""
"2892","स्वच्छन्द",""
"2893","आमाहरु",""
"2894","छेउको",""
"2895","अभिशप्त",""
"2896","अफ्ठ्यारो",""
"2897","गह्रो",""
"2898","भ",""
"2899","ईदिनु",""
"2900","उच्च",""
"2901","उड्दा",""
"2902","सिमलको",""
"2903","उड्यो",""
"2904","समुन्द्र",""
"2905","तरेर",""
"2906","आउदा",""
"2907","साथि",""
"2908","भन्नै",""
"2909","पाइन",""
"2910","भित्रि",""
"2911","झिलिमिलि",""
"2912","इर्ष्या",""
"2913","जाग्दै",""
"2914","धर्ति",""
"2915","उहि",""
"2916","विघ्न",""
"2917","प्रगति",""
"2918","पलायो",""
"2919","एकादेशको",""
"2920","टिपिलान्थे",""
"2921","देशमा",""
"2922","गुँरास",""
"2923","फुल्ने",""
"2924","रोधि",""
"2925","बस्ने",""
"2926","साट्ने",""
"2927","घरबाट",""
"2928","गरू",""
"2929","सुन्ने",""
"2930","सञ्चार",""
"2931","सम्चार",""
"2932","आशिष",""
"2933","पठा'छन्",""
"2934","प्रियसीले",""
"2935","पठा'छिन्",""
"2936","जन्मभुमिले",""
"2937","अभाव",""
"2938","दशा",""
"2939","बिग्रेको",""
"2940","बिग्रेका",""
"2941","लडेर",""
"2942","विरता",""
"2943","डढेको",""
"2944","पोखु",""
"2945","सुन्दिने",""
"2946","शितलु",""
"2947","पारिलो",""
"2948","दाहिने",""
"2949","चन्द्रमा",""
"2950","परोस्",""
"2951","दुबो",""
"2952","फैलिदैं",""
"2953","पाति",""
"2954","मल्किदैं",""
"2955","बर",""
"2956","छाउन",""
"2957","छदैं",""
"2958","बादलुले",""
"2959","हिमाललाई",""
"2960","छेके",""
"2961","आखिर",""
"2962","उजेली",""
"2963","हुनु",""
"2964","बाझ्ने",""
"2965","कुराहरु",""
"2966","होलान्",""
"2967","सम्झि",""
"2968","आवाज",""
"2969","६",""
"2970","निस्के",""
"2971","कर्म",""
"2972","फिर्न",""
"2973","गए",""
"2974","रहि",""
"2975","रहोस्",""
"2976","सार्है",""
"2977","पाहाड",""
"2978","उचाइमा",""
"2979","भैदिनु",""
"2980","होओओओओ",""
"2981","हे.ए",""
"2982","पुग्छन",""
"2983","स्वछन्द",""
"2984","जराहरु",""
"2985","चौतारीहुन",""
"2986","अभिसक्त",""
"2987","छन",""
"2988","अप्ठ्यारो",""
"2989","promoting",""
"2990","nepali",""
"2991","music",""
"2992","तिमिलाइ",""
"2993","सम्हाली",""
"2994","जोगाएर",""
"2995","राख२",""
"2996","गन्दै",""
"2997","हासी",""
"2998","लजाउदै",""
"2999","तेति",""
"3000","पल्टाएथे",""
"3001","हजुरलाइ",""
"3002","बिउझेउ",""
"3003","पागल",""
"3004","प्रेमी",""
"3005","बेहोसी",""
"3006","सम्हाल",""
"3007","नत्र",""
"3008","बौलाउने",""
"3009","जङ्गी",""
"3010","निशान",""
"3011","जिउंदो",""
"3012","रगत",""
"3013","वल्दो",""
"3014","शान",""
"3015","अटल",""
"3016","झुकेन",""
"3017","लत्रेन",""
"3018","जन्मदै",""
"3019","कयौ",""
"3020","प्रहार",""
"3021","साम्राज्य",""
"3022","हारे",""
"3023","हारेन",""
"3024","श्री",""
"3025","रहन्छन",""
"3026","तब",""
"3027","गाई",""
"3028","सारी",""
"3029","साधु",""
"3030","सबको",""
"3031","शरण",""
"3032","अग्लिने",""
"3033","गहिरिने",""
"3034","तालमा",""
"3035","नदी",""
"3036","जन्मै",""
"3037","देखिको",""
"3038","लडाइँ",""
"3039","सकिने",""
"3040","पर्वतहरु",""
"3041","फोरी",""
"3042","दुखेको",""
"3043","दुखै",""
"3044","हिम",""
"3045","पहिरो",""
"3046","छलेको",""
"3047","छलै",""
"3048","छाँगो",""
"3049","छाँगै",""
"3050","छल्क्यो",""
"3051","छुट्ने",""
"3052","धुँदा",""
"3053","सेतै",""
"3054","निलै",""
"3055","निलो",""
"3056","बसेँ",""
"3057","हाँसिरहेथ्यो",""
"3058","लजाउँदै",""
"3059","त्यति",""
"3060","पल्टाएथेँ",""
"3061","बिउँझ्यौ",""
"3062","मरि",""
"3063","चेथेर",""
"3064","नफाल",""
"3065","सिरानमा",""
"3066","फोटो",""
"3067","सेतो",""
"3068","कागतमा",""
"3069","रङ्गले",""
"3070","फूलबुट्टा",""
"3071","पठाछु",""
"3072","जतन",""
"3073","बाचेर",""
"3074","जवाफ",""
"3075","पठाउनु",""
"3076","आकाशै",""
"3077","खुर्पी",""
"3078","तुम्बाको",""
"3079","लोँदुली",""
"3080","छेकनी",""
"3081","भेटघाट",""
"3082","बुझाउनी",""
"3083","पल्ला",""
"3084","घरका",""
"3085","वोइका",""
"3086","चाँदिका",""
"3087","कंगना",""
"3088","हिमले",""
"3089","ल्याउँछ",""
"3090","हिमको",""
"3091","खात",""
"3092","बन",""
"3093","सबले",""
"3094","देख्छ",""
"3095","शितैमा",""
"3096","नओईलाउँदो",""
"3097","त्यही",""
"3098","बुढी",""
"3099","बौसी",""
"3100","भन्छन",""
"3101","गरीब",""
"3102","चोर",""
"3103","चलन",""
"3104","खान",""
"3105","सबैजना",""
"3106","आउँछन",""
"3107","अघी",""
"3108","पछी",""
"3109","आखिरमा",""
"3110","काल",""
"3111","गती",""
"3112","विगतबाट",""
"3113","सिक्ने",""
"3114","हिँड्ने",""
"3115","ठाउँ",""
"3116","शिखर",""
"3117","देखिँदैन",""
"3118","उहिलेको",""
"3119","सकौँ",""
"3120","तराईमा",""
"3121","सीमा",""
"3122","गहिरिए",""
"3123","मेटीँदैन",""
"3124","माफी",""
"3125","सदभाव",""
"3126","छर्न",""
"3127","आगनै",""
"3128","हिउँ",""
"3129","आरु",""
"3130","टिपी",""
"3131","लेकैमा",""
"3132","बैसमा",""
"3133","फूले",""
"3134","मुस्कानमा",""
"3135","सम्झिदेउ",""
"3136","सुम्पिदेउ",""
"3137","सुसाई",""
"3138","दिन्छन",""
"3139","सरगमहरुमा",""
"3140","x2",""
"3141","चाँदनी",""
"3142","बादलु",""
"3143","गाँवैमा",""
"3144","रातहरु",""
"3145","बितिरहेछ",""
"3146","भावनामा",""
"3147","प्रेमलाई",""
"3148","सजाइ",""
"3149","अभावै",""
"3150","तिमीबिना",""
"3151","पोखुँ",""
"3152","सुनाउँ",""
"3153","जागि",""
"3154","रहें",""
"3155","सम्झदैं",""
"3156","रहँदा",""
"3157","नपाई",""
"3158","निदाँएछु",""
"3159","मिर्मिरेमै",""
"3160","बिउँझिएछु",""
"3161","बिन्ति",""
"3162","मेरी",""
"3163","चिट्ठी",""
"3164","कोरी",""
"3165","पठाईदेउ",""
"3166","ह्रिदयका",""
"3167","भावनाहरु",""
"3168","त्यहि",""
"3169","चिट्ठीमै",""
"3170","हेरें",""
"3171","कोरें",""
"3172","चौतारीको",""
"3173","डिलमा",""
"3174","चुल्बुले",""
"3175","कस्तिमा",""
"3176","चियाबारीमा",""
"3177","देख्दा",""
"3178","लाजमानी",""
"3179","हाँसी",""
"3180","लुकी",""
"3181","चियाई",""
"3182","रखे",""
"3183","सुम्पी",""
"3184","गण्डकीको",""
"3185","तिरैमा",""
"3186","लुकिछिपि",""
"3187","खेलेको",""
"3188","फेवा",""
"3189","तालै",""
"3190","डुंगामा",""
"3191","बाराही",""
"3192","घुमेको",""
"3193","नदेउ",""
"3194","छिया",""
"3195","पारेर",""
"3196","नजाउ",""
"3197","नौ",""
"3198","बस्छु",""
"3199","नउडाइ",""
"3200","पराइ",""
"3201","लेकाली",""
"3202","हेहे",""
"3203","चोयाको",""
"3204","डोको",""
"3205","लगाउने",""
"3206","धोको",""
"3207","नपुग्दै",""
"3208","क्यारे",""
"3209","सोल्टी",""
"3210","बरोबर",""
"3211","नढाटी",""
"3212","सम्मै",""
"3213","कलेजिमा",""
"3214","टम्मै",""
"3215","लपक्कै",""
"3216","लाईदिउँ",""
"3217","छपक्कै",""
"3218","बैसैमा",""
"3219","चोलो",""
"3220","पाखुरीमा",""
"3221","टिमीक्कौ",""
"3222","अाखैमा",""
"3223","झिमिक्कै",""
"3224","कर्कलो",""
"3225","बारि",""
"3226","पर्ख",""
"3227","रोइरहनै",""
"3228","नपारि",""
"3229","भेट","प्रेम"
"3230","योवन","प्रेम"
"3231","बोलु",""
"3232","खुसी","हर्ष"
"3233","रमाइलो","हर्ष"
"3234","मिलन","प्रेम"
"3235","सम्बन्ध","प्रेम"
"3236","चिने",""
"3237","मन","प्रेम"
"3238","रमाउद","हर्ष"
"3239","निस्ठुरी","दुखी"
"3240","ढुकढुकि",""
"3241","प्राण",""
"3242","प्यारो","प्रेम"
"3243","माया","प्रेम"
"3244","दुलही","प्रेम"
"3245","प्रभु",""
"3246","मुटु","प्रेम"
"3247","प्रेम","प्रेम"
"3248","दिल","प्रेम"
"3249","आपस",""
"3250","प्रभाव",""
"3251","ज्योति",""
"3252","सीता",""
"3253","ज्ञान",""
"3254","शिव",""
"3255","सृस्टी",""
"3256","पूर्व",""
"3257","शक्ति",""
"3258","माटो",""
"3259","प्रीत","प्रेम"
"3260","अाकाश",""
"3261","अँगालो",""
"3262","मोह","प्रेम"
"3263","पिरती","प्रेम"
"3264","आनन्द","हर्ष"
"3265","कालो","दुखी"
"3266","मायालु","प्रेम"
"3267","पीर","दुखी"
"3268","पियार","प्रेम"
"3269","तिर्खा",""
"3270","मर्नु","दुखी"
"3271","भाबी",""
"3272","भाउजु",""
"3273","दिदी",""
"3274","बैनी",""
"3275","प्रिया","प्रेम"
"3276","स्वामी","प्रेम"
"3277","मार","दुखी"
"3278","स्वर्गे","दुखी"
"3279","गोली","दुखी"
"3280","रून्छन","दुखी"
"3281","बर्षदिन",""
"3282","गम","दुखी"
"3283","किनारै",""
"3284","रानी","प्रेम"
"3285","खोज",""
"3286","मर्ने","दुखी"
"3287","नियती",""
"3288","निभ्छ","दुखी"
"3289","दुखी","दुखी"
"3290","रुन्छु","दुखी"
"3291","गार्‍हो","दुखी"
"3292","परदेश",""
"3293","रमाउँला","हर्ष"
"3294","निधार",""
"3295","भावी",""
"3296","पिढी",""
"3297","आँसु","दुखी"
"3298","सुर",""
"3299","इतिहास",""
"3300","थाक्छु","दुखी"
"3301","सुकेको","दुखी"
"3302","निरास","दुखी"
"3303","दुःख","दुखी"
"3304","गह","दुखी"
"3305","बल्भिईदिन्छु","दुखी"
"3306","हृदय","प्रेम"
"3307","अधर",""
"3308","खाली","दुखी"
"3309","आफन्त",""
"3310","बृक्ष",""
"3311","साधना",""
"3312","सरगम",""
"3313","रोदन","दुखी"
"3314","राम्री","प्रेम"
"3315","मिठा","प्रेम"
"3316","रसिला","प्रेम"
"3317","भुतुक्कै","प्रेम"
"3318","ढुकढुकी","प्रेम"
"3319","मर्छु","दुखी"
"3320","बैंस",""
"3321","रूप",""
"3322","नसालु","प्रेम"
"3323","जवानी","प्रेम"
"3324","ठिटा",""
"3325","लोभि",""
"3326","तितो","दुखी"
"3327","मधुरो","दुखी"
"3328","किनारा",""
"3329","मैंया","प्रेम"
"3330","नपट्टीए",""
"3331","गफ","प्रेम"
"3332","फकाउन",""
"3333","मम",""
"3334","चोबार",""
"3335","प्रिती","प्रेम"
"3336","साटौं","प्रेम"
"3337","सृष्टि",""
"3338","गोर्खाली",""
"3339","सत्रु",""
"3340","तमाम",""
"3341","ईतिहास",""
"3342","पुर्खा",""
"3343","दुख्ख","दुखी"
"3344","निर्दयी","दुखी"
"3345","वीर",""
"3346","सस्कर",""
"3347","पहाडै",""
"3348","देउसी",""
"3349","भाईलो",""
"3350","गर्व",""
"3351","ब्य्था",""
"3352","सहेर",""
"3353","लडॉइ",""
"3354","तराजु",""
"3355","बिकी",""
"3356","बिश्वास",""
"3357","भरोसा",""
"3358","गुम्न",""
"3359","चम्किलो",""
"3360","सफा",""
"3361","बिचार",""
"3362","किनार",""
"3363","आतुर",""
"3364","सङ्हालेर",""
"3365","खोट",""
"3366","दुनिया",""
"3367","आश",""
"3368","जाल",""
"3369","जंगल",""
"3370","आगौ",""
"3371","घामपानी",""
"3372","काखै",""
"3373","बाल्कुनि",""
"3374","बोलाई",""
"3375","कोपिला",""
"3376","निशाद",""
"3377","टुटेफुटे",""
"3378","बाँध्यता",""
"3379","दह",""
"3380","विरही",""
"3381","पत्थर",""
"3382","मायाममता",""
"3383","विस्वास",""
"3384","बाचा",""
"3385","कोख",""
"3386","प्रतिविम्व",""
"3387","टूटी",""
"3388","पाहुना",""
"3389","गुनगुनाउ",""
"3390","रिझाउने",""
"3391","गहिराइ",""
"3392","क्षन",""
"3393","रुवाई",""
"3394","घात",""
"3395","हक",""
"3396","मृत्यु",""
"3397","गलहत्त्याउने",""
"3398","प्रियसी",""
"3399","अंगाले",""
"3400","तिर्खाएको",""
"3401","कुंवा",""
"3402","माफ",""
"3403","लोभी",""
"3404","डुबेछ",""
"3405","भावना",""
"3406","ओठ",""
"3407","रोदीघर",""
"3408","शिशीर",""
"3409","मधुमास",""
"3410","मृगतृष्णा",""
"3411","पुण्य",""
"3412","रमाउन",""
"3413","दाग",""
"3414","श्राप",""
"3415","फाँट",""
"3416","धड्किन्छ",""
"3417","तड्पिन्छ",""
"3418","चोट",""
"3419","स्नेह",""
"3420","बिरह",""
"3421","नरोउ",""
"3422","ढुंगा",""
"3423","वाचा",""
"3424","कुलचिएर",""
"3425","अल्झेछ",""
"3426","चेली",""
"3427","तीज",""
"3428","गरिब",""
"3429","माईती",""
"3430","आषिस",""
"3431","टिका",""
"3432","क्षितिज",""
"3433","इन्द्रेणी",""
"3434","सिर",""
"3435","तिता",""
"3436","प्रसस्त",""
"3437","सान्त्वना",""
"3438","कलीजुग",""
"3439","मर्यादा",""
"3440","सयौं",""
"3441","सार्वभौम",""
"3442","फैलिएका",""
"3443","फूलका",""
"3444","सम्पदा",""
"3445","कोटी",""
"3446","थुँगा",""
"3447","ज्ञानभूमि",""
"3448","शान्तिभूमि",""
"3449","तराई",""
"3450","स्वतन्त्र",""
"3451","आंचल",""
"3452","अखण्ड",""
"3453","मातृभूमि",""
"3454","बहुल",""
"3455","जाति",""
"3456","भाषा",""
"3457","धर्म",""
"3458","संस्कृति",""
"3459","अग्रगामी",""
"3460","राष्ट्र",""
"3461","पुर्खै",""
"3462","दैब",""
"3463","सिमाना",""
"3464","तर्नि",""
"3465","बचन",""
"3466","सम्साँझै",""
"3467","थाकिसकेँ",""
"3468","आदर्श",""
"3469","नियति",""
"3470","फगत",""
"3471","संघर्ष",""
"3472","संघार",""
"3473","आवेग",""
"3474","संवेग",""
"3475","उचाई",""
"3476","सिमल",""
"3477","एकादेश",""
"3478","शहर",""
"3479","जन्मभुमि",""
"3480","उचाइ",""
"3481","पर्वत",""
"3482","तुम्बा",""
"3483","वोइ",""
"3484","विगत",""
"3485","मिर्मिरे",""
"3486","ह्रिदय",""
"3487","डिल",""
"3488","कस्ति",""
"3489","चियाबारी",""
"3490","पाखुरी",""
"3491","सजिएर",""
"3492","बारात",""
"3493","स्वयम्बर",""
"3494","अङ्गालेर",""
"3495","बह",""
"3496","आभाषा",""
"3497","रोएर",""
"3498","ओइलाउन",""
"3499","सन्कोच",""
"3500","मर्यो",""
"3501","गोलि",""
"3502","उडायो",""
"3503","रेलैले",""
"3504","खाँदैन",""
"3505","भूपति",""
"3506","गम्भीर",""
"3507","श्रीमान्",""
"3508","प्रचण्ड",""
"3509","प्रतापी",""
"3510","महाराजाधिराज",""
"3511","सरकार",""
"3512","उन्नति",""
"3513","चिरायु",""
"3514","फैलियोस्",""
"3515","प्रजा",""
"3516","पुकारौ",""
"3517","साधछातीभित्रना",""
